"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 24 04:44:36 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","4660","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [8] kate1998, A123456!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:44:35 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","6180","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [5] kate1998, , USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:44:28 GMT 2025","Fri Oct 24 04:44:33 GMT 2025","5050","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:31 GMT 2025","14117","","iteration2.api.TransferMoneyNegativeTest","","iteration2.api.TransferMoneyNegativeTest","userCannotTransferMoreThanBalance","userCannotTransferMoreThanBalance()",""
"passed","Fri Oct 24 04:44:34 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","7739","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [3] ab123456789Cde-., Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Fri Oct 24 04:44:33 GMT 2025","Fri Oct 24 04:44:44 GMT 2025","11554","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:35 GMT 2025","18222","","iteration2.api.DepositMoneyTest","","iteration2.api.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Fri Oct 24 04:44:25 GMT 2025","Fri Oct 24 04:44:33 GMT 2025","8139","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [2] 0",""
"passed","Fri Oct 24 04:44:33 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","8323","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [1]    , Kate1998$, USER, username, Username cannot be blank",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:31 GMT 2025","13167","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAccountFieldTest","userCannotDepositMoneyWithBlankAccountFieldTest()",""
"passed","Fri Oct 24 04:44:23 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","18297","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameTest","userCannotChangeItsNameTest()",""
"passed","Fri Oct 24 04:44:24 GMT 2025","Fri Oct 24 04:44:39 GMT 2025","15373","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyWithBlankFieldsTest","userCannotTransferMoneyWithBlankFieldsTest()",""
"passed","Fri Oct 24 04:44:33 GMT 2025","Fri Oct 24 04:44:48 GMT 2025","14241","","iteration1.ui.CreateAccountTest","","iteration1.ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Fri Oct 24 04:44:21 GMT 2025","Fri Oct 24 04:44:30 GMT 2025","8748","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [1] -1000",""
"failed","Fri Oct 24 04:44:25 GMT 2025","Fri Oct 24 04:44:28 GMT 2025","2975","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest","adminCanGenerateAuthTokenTest()",""
"passed","Fri Oct 24 04:44:35 GMT 2025","Fri Oct 24 04:44:40 GMT 2025","5214","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [6] kate1998, Ab1234!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:35 GMT 2025","17833","","iteration2.api.TransferMoneyTest","","iteration2.api.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:23 GMT 2025","6382","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Fri Oct 24 04:44:34 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","7133","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [2] ab, Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Fri Oct 24 04:44:35 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","6165","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [4] Ak1234.-_@, Kate1998$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Fri Oct 24 04:44:40 GMT 2025","Fri Oct 24 04:44:42 GMT 2025","2039","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [10] kate1998, Ab123456!, MODERATOR, role, Role must be either 'ADMIN' or 'USER'",""
"passed","Fri Oct 24 04:44:26 GMT 2025","Fri Oct 24 04:44:44 GMT 2025","17871","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyTest","userCannotDepositMoneyTest()",""
"passed","Fri Oct 24 04:44:24 GMT 2025","Fri Oct 24 04:44:43 GMT 2025","19005","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyEdgeCaseTest","userCanDepositMoneyEdgeCaseTest()",""
"passed","Fri Oct 24 04:44:36 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","4790","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [7] kate1998, Ab12 3!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:36 GMT 2025","19438","","iteration2.ui.ChangeNameTest","","iteration2.ui.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Fri Oct 24 04:44:24 GMT 2025","Fri Oct 24 04:44:33 GMT 2025","9701","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCannotCreateUserTest","adminCannotCreateUserTest()",""
"passed","Fri Oct 24 04:44:31 GMT 2025","Fri Oct 24 04:44:51 GMT 2025","19493","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoreThanTenThousandTest","userCannotTransferMoreThanTenThousandTest()",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:31 GMT 2025","14567","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAmountFieldTest","userCannotDepositMoneyWithBlankAmountFieldTest()",""
