"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 26 08:33:31 GMT 2025","Sun Oct 26 08:33:47 GMT 2025","16045","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyEdgeCaseTest","userCanDepositMoneyEdgeCaseTest()",""
"passed","Sun Oct 26 08:33:35 GMT 2025","Sun Oct 26 08:33:42 GMT 2025","7291","","iteration1.api.CreateAccountTest","","iteration1.api.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Sun Oct 26 08:33:32 GMT 2025","Sun Oct 26 08:33:48 GMT 2025","16519","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameTest","userCannotChangeItsNameTest()",""
"passed","Sun Oct 26 08:33:41 GMT 2025","Sun Oct 26 08:33:53 GMT 2025","12235","","iteration1.ui.CreateAccountTest","","iteration1.ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Sun Oct 26 08:33:45 GMT 2025","Sun Oct 26 08:33:48 GMT 2025","3036","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [9] kate1998, Ab123456, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Sun Oct 26 08:33:46 GMT 2025","Sun Oct 26 08:33:49 GMT 2025","2453","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [10] kate1998, Ab123456!, MODERATOR, role, Role must be either 'ADMIN' or 'USER'",""
"passed","Sun Oct 26 08:33:41 GMT 2025","Sun Oct 26 08:33:47 GMT 2025","5730","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [3] ab123456789Cde-., Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Sun Oct 26 08:33:42 GMT 2025","Sun Oct 26 08:33:47 GMT 2025","4367","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [6] kate1998, Ab1234!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:34 GMT 2025","10530","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotExceedDepositLimitTest","userCannotExceedDepositLimitTest()",""
"passed","Sun Oct 26 08:33:37 GMT 2025","Sun Oct 26 08:33:55 GMT 2025","17973","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyLessThanDepositTest","userCannotTransferMoneyLessThanDepositTest()",""
"passed","Sun Oct 26 08:33:29 GMT 2025","Sun Oct 26 08:33:41 GMT 2025","11989","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameToBlankTest","userCannotChangeItsNameToBlankTest()",""
"passed","Sun Oct 26 08:33:35 GMT 2025","Sun Oct 26 08:33:37 GMT 2025","2936","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
"passed","Sun Oct 26 08:33:44 GMT 2025","Sun Oct 26 08:33:54 GMT 2025","10113","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Sun Oct 26 08:33:33 GMT 2025","Sun Oct 26 08:33:44 GMT 2025","11030","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCannotCreateUserTest","adminCannotCreateUserTest()",""
"passed","Sun Oct 26 08:33:38 GMT 2025","Sun Oct 26 08:33:48 GMT 2025","10124","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
