"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 13:18:51 GMT 2025","Mon Oct 27 13:18:59 GMT 2025","7834","","iteration1.api.CreateAccountTest","","iteration1.api.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Mon Oct 27 13:18:54 GMT 2025","Mon Oct 27 13:19:12 GMT 2025","17294","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyLessThanDepositTest","userCannotTransferMoneyLessThanDepositTest()",""
"passed","Mon Oct 27 13:18:48 GMT 2025","Mon Oct 27 13:19:05 GMT 2025","16838","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameTest","userCannotChangeItsNameTest()",""
"passed","Mon Oct 27 13:19:00 GMT 2025","Mon Oct 27 13:19:02 GMT 2025","2600","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [6] kate1998, Ab1234!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 13:19:00 GMT 2025","Mon Oct 27 13:19:02 GMT 2025","2500","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [7] kate1998, Ab12 3!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 13:18:56 GMT 2025","Mon Oct 27 13:19:12 GMT 2025","15987","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyEdgeCaseTest","userCanTransferMoneyEdgeCaseTest()",""
"passed","Mon Oct 27 13:18:48 GMT 2025","Mon Oct 27 13:18:51 GMT 2025","2323","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest","adminCanGenerateAuthTokenTest()",""
"passed","Mon Oct 27 13:19:01 GMT 2025","Mon Oct 27 13:19:03 GMT 2025","1916","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [9] kate1998, Ab123456, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 13:18:51 GMT 2025","Mon Oct 27 13:18:54 GMT 2025","3792","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
"passed","Mon Oct 27 13:18:49 GMT 2025","Mon Oct 27 13:18:56 GMT 2025","7101","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [2] 0",""
"passed","Mon Oct 27 13:18:58 GMT 2025","Mon Oct 27 13:19:01 GMT 2025","2285","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [4] Ak1234.-_@, Kate1998$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Oct 27 13:18:49 GMT 2025","Mon Oct 27 13:19:01 GMT 2025","12763","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyWithBlankFieldsTest","userCannotTransferMoneyWithBlankFieldsTest()",""
"passed","Mon Oct 27 13:19:01 GMT 2025","Mon Oct 27 13:19:03 GMT 2025","1942","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [10] kate1998, Ab123456!, MODERATOR, role, Role must be either 'ADMIN' or 'USER'",""
"passed","Mon Oct 27 13:19:00 GMT 2025","Mon Oct 27 13:19:02 GMT 2025","1740","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [8] kate1998, A123456!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 13:18:57 GMT 2025","Mon Oct 27 13:19:01 GMT 2025","3265","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [3] ab123456789Cde-., Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:56 GMT 2025","15204","","iteration2.api.DepositMoneyTest","","iteration2.api.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Mon Oct 27 13:18:54 GMT 2025","Mon Oct 27 13:19:10 GMT 2025","15689","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyTest","userCannotDepositMoneyTest()",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:19:03 GMT 2025","22061","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Mon Oct 27 13:18:56 GMT 2025","Mon Oct 27 13:19:06 GMT 2025","10626","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Mon Oct 27 13:18:56 GMT 2025","Mon Oct 27 13:19:08 GMT 2025","12301","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:53 GMT 2025","12118","","iteration2.api.ChangeNameTest","","iteration2.api.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:47 GMT 2025","6505","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Mon Oct 27 13:18:55 GMT 2025","Mon Oct 27 13:19:01 GMT 2025","6403","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [1]    , Kate1998$, USER, username, Username cannot be blank",""
"passed","Mon Oct 27 13:18:54 GMT 2025","Mon Oct 27 13:19:12 GMT 2025","18243","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoreThanTenThousandTest","userCannotTransferMoreThanTenThousandTest()",""
"passed","Mon Oct 27 13:18:47 GMT 2025","Mon Oct 27 13:19:04 GMT 2025","17480","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyEdgeCaseTest","userCanDepositMoneyEdgeCaseTest()",""
"passed","Mon Oct 27 13:18:56 GMT 2025","Mon Oct 27 13:19:10 GMT 2025","13539","","iteration1.ui.CreateAccountTest","","iteration1.ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:54 GMT 2025","12685","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAccountFieldTest","userCannotDepositMoneyWithBlankAccountFieldTest()",""
"passed","Mon Oct 27 13:18:59 GMT 2025","Mon Oct 27 13:19:02 GMT 2025","2554","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [5] kate1998, , USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:49 GMT 2025","8692","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotExceedDepositLimitTest","userCannotExceedDepositLimitTest()",""
"passed","Mon Oct 27 13:18:48 GMT 2025","Mon Oct 27 13:18:57 GMT 2025","9178","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCannotCreateUserTest","adminCannotCreateUserTest()",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:19:04 GMT 2025","23379","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyToNonExistentAccountTest","userCannotTransferMoneyToNonExistentAccountTest()",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:58 GMT 2025","17699","","iteration2.ui.ChangeNameTest","","iteration2.ui.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Mon Oct 27 13:18:42 GMT 2025","Mon Oct 27 13:18:50 GMT 2025","7567","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [1] -1000",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:54 GMT 2025","13433","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAmountFieldTest","userCannotDepositMoneyWithBlankAmountFieldTest()",""
"passed","Mon Oct 27 13:18:56 GMT 2025","Mon Oct 27 13:19:00 GMT 2025","3866","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [2] ab, Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:54 GMT 2025","13792","","iteration2.api.TransferMoneyNegativeTest","","iteration2.api.TransferMoneyNegativeTest","userCannotTransferMoreThanBalance","userCannotTransferMoreThanBalance()",""
"passed","Mon Oct 27 13:18:46 GMT 2025","Mon Oct 27 13:18:57 GMT 2025","11386","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameToBlankTest","userCannotChangeItsNameToBlankTest()",""
"passed","Mon Oct 27 13:18:53 GMT 2025","Mon Oct 27 13:18:56 GMT 2025","3327","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Mon Oct 27 13:18:41 GMT 2025","Mon Oct 27 13:18:56 GMT 2025","15004","","iteration2.api.TransferMoneyTest","","iteration2.api.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Mon Oct 27 13:18:50 GMT 2025","Mon Oct 27 13:19:07 GMT 2025","17314","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
