"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:07 GMT 2025","10087","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotExceedDepositLimitTest","userCannotExceedDepositLimitTest()",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:14 GMT 2025","17710","","iteration2.api.DepositMoneyTest","","iteration2.api.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:14 GMT 2025","17348","","iteration2.ui.ChangeNameTest","","iteration2.ui.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Fri Oct 24 04:15:17 GMT 2025","Fri Oct 24 04:15:20 GMT 2025","2925","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [7] kate1998, Ab12 3!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:15:05 GMT 2025","Fri Oct 24 04:15:08 GMT 2025","2979","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest","adminCanGenerateAuthTokenTest()",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:10 GMT 2025","13378","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAmountFieldTest","userCannotDepositMoneyWithBlankAmountFieldTest()",""
"passed","Fri Oct 24 04:15:18 GMT 2025","Fri Oct 24 04:15:20 GMT 2025","2135","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [9] kate1998, Ab123456, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:15:13 GMT 2025","Fri Oct 24 04:15:17 GMT 2025","4326","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [3] ab123456789Cde-., Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Fri Oct 24 04:15:15 GMT 2025","Fri Oct 24 04:15:19 GMT 2025","4012","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [4] Ak1234.-_@, Kate1998$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Fri Oct 24 04:15:14 GMT 2025","Fri Oct 24 04:15:30 GMT 2025","15631","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyEdgeCaseTest","userCanTransferMoneyEdgeCaseTest()",""
