"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:39 GMT 2025","13358","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAmountFieldTest","userCannotDepositMoneyWithBlankAmountFieldTest()",""
"passed","Mon Oct 27 12:59:39 GMT 2025","Mon Oct 27 12:59:41 GMT 2025","2528","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Mon Oct 27 12:59:42 GMT 2025","Mon Oct 27 12:59:44 GMT 2025","2286","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [4] Ak1234.-_@, Kate1998$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Oct 27 12:59:44 GMT 2025","Mon Oct 27 12:59:46 GMT 2025","1880","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [9] kate1998, Ab123456, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 12:59:32 GMT 2025","Mon Oct 27 12:59:48 GMT 2025","16492","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyEdgeCaseTest","userCanDepositMoneyEdgeCaseTest()",""
"passed","Mon Oct 27 12:59:32 GMT 2025","Mon Oct 27 12:59:47 GMT 2025","14091","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameTest","userCannotChangeItsNameTest()",""
"failed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:36 GMT 2025","10684","","iteration2.ui.ChangeNameTest","","iteration2.ui.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Mon Oct 27 12:59:33 GMT 2025","Mon Oct 27 12:59:49 GMT 2025","15546","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:40 GMT 2025","14938","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyToNonExistentAccountTest","userCannotTransferMoneyToNonExistentAccountTest()",""
"passed","Mon Oct 27 12:59:33 GMT 2025","Mon Oct 27 12:59:34 GMT 2025","1538","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest","adminCanGenerateAuthTokenTest()",""
